"","from","to"
"2993","msr","stats4"
"2994","msr","e1071"
"2995","msr","rgl"
"2996","msr","RColorBrewer"
"2997","msr","colorspace"
"2998","mstate","survival"
"2999","mtsc","ofp"
"3000","mtsdi","gam"
"3001","mtsdi","splines"
"3002","muRL","maps"
"3003","muS2RC","R"
"3004","muS2RC","stats"
"3005","muStat","muUtil"
"3006","muStat","muS2RC"
"3007","muStat","stats"
"3008","muUtil","muS2RC"
"3009","muUtil","stats"
"3010","mugnet","catnet"
"3011","muhaz","R"
"3012","multcomp","stats"
"3013","multcomp","graphics"
"3014","multcomp","mvtnorm"
"3015","multcomp","survival"
"3016","multcompView","grid"
"3017","multibiplotGUI","rgl"
"3018","multibiplotGUI","tcltk"
"3019","multibiplotGUI","tkrplot"
"3020","multibiplotGUI","RODBC"
"3021","multic","R"
"3022","multicore","R"
"3023","multilevel","nlme"
"3024","multilevel","MASS"
"3025","multinomRob","rgenoud"
"3026","multinomRob","MASS"
"3027","multinomRob","mvtnorm"
"3028","multipol","abind"
"3029","multisensi","R"
"3030","multitaper","R"
"3031","multmod","gtools"
"3032","multmod","mvtnorm"
"3033","multmod","sandwich"
"3034","multmod","MASS"
"3035","multxpert","mvtnorm"
"3036","munfold","memisc"
"3037","munfold","MASS"
"3038","muscor","R"
"3039","mutoss","multcomp"
"3040","mutoss","methods"
"3041","mutoss","plotrix"
"3042","mutossGUI","rJava"
"3043","mutossGUI","JavaGD"
"3044","mutossGUI","plotrix"
"3045","mutossGUI","mutoss"
"3046","mutossGUI","multcomp"
"3047","mvShapiroTest","stats"
"3048","mvabund","Rcpp"
"3049","mvbutils","R"
"3050","mvbutils","utils"
"3051","mvbutils","tools"
"3052","mvgraph","StatDA"
"3053","mvna","lattice"
"3054","mvngGrAd","methods"
"3055","mvngGrAd","stats"
"3056","mvnmle","R"
"3057","mvnormtest","stats"
"3058","mvoutlier","robustbase"
"3059","mvpart","R"
"3060","mvsf","nortest"
"3061","mvsf","mvnormtest"
"3062","mvtBinaryEP","mvtnorm"
"3063","mvtnorm","R"
"3064","mvtnormpcs","R"
"3065","NADA","methods"
"3066","NADA","survival"
"3067","NCBI2R","startupmsg"
"3068","NISTnls","stats"
"3069","NISTnls","R"
"3070","NMF","R"
"3071","NMF","methods"
"3072","NMF","stats"
"3073","NMF","graphics"
"3074","NMMAPSlite","stashR"
"3075","NMRS","Rwave"
"3076","NMRS","FTICRMS"
"3077","NMRS","tcltk"
"3078","NMRS","tkrplot"
"3079","NORMT3","R"
"3080","NRAIA","lattice"
"3081","NRAIA","stats"
"3082","NeatMap","ggplot2"
"3083","NeatMap","rgl"
"3084","NestedCohort","survival"
"3085","NestedCohort","MASS"
"3086","NetCluster","stats"
"3087","NetCluster","sna"
"3088","NetIndices","MASS"
"3089","NetworkAnalysis","nlme"
"3090","NetworkAnalysis","lme4"
"3091","NetworkAnalysis","igraph"
"3092","NightDay","maps"
"3093","nFDR","R"
"3094","nFactors","MASS"
"3095","nFactors","psych"
"3096","nFactors","boot"
"3097","nFactors","lattice"
"3098","nacopula","methods"
"3099","nacopula","R"
"3100","nbpMatching","methods"
"3101","ncf","R"
"3102","neariso","R"
"3103","neldermead","optimbase"
"3104","neldermead","optimsimplex"
"3105","network","R"
"3106","network","utils"
"3107","networksis","ergm"
"3108","networksis","network"
"3109","neuRosim","Rniftilib"
"3110","neuRosim","AnalyzeFMRI"
"3111","neuRosim","deSolve"
"3112","neuralnet","MASS"
"3113","nice","R"
"3114","nlADG","ggm"
"3115","nlme","graphics"
"3116","nlme","stats"
"3117","nlme","R"
"3118","nlmeODE","odesolve"
"3119","nlmeODE","nlme"
"3120","nlmeODE","lattice"
"3121","nlreg","statmod"
"3122","nlreg","survival"
"3123","nlrwr","alr3"
"3124","nlrwr","car"
"3125","nlrwr","drc"
"3126","nlrwr","HydroMe"
"3127","nlrwr","lattice"
"3128","nlrwr","lmtest"
"3129","nlrwr","MASS"
"3130","nlrwr","NISTnls"
"3131","nlrwr","nlme"
"3132","nlrwr","nls2"
"3133","nlrwr","nlstools"
"3134","nlrwr","NRAIA"
"3135","nlrwr","sandwich"
"3136","nls2","proto"
"3137","nlstools","stats"
"3138","nlt","EbayesThresh"
"3139","nlt","adlift"
"3140","nltm","survival"
"3141","nltm","R"
"3142","nlts","locfit"
"3143","nlts","acepack"
"3144","nlts","akima"
"3145","nnDiag","sp"
"3146","nnDiag","rgdal"
"3147","nnDiag","spBayes"
"3148","nnDiag","gplots"
"3149","nnDiag","vcd"
"3150","nnDiag","MASS"
"3151","nnDiag","MBA"
"3152","nnDiag","fields"
"3153","nnDiag","yaImpute"
"3154","nnDiag","geoR"
"3155","nnc","class"
"3156","nnc","nnet"
"3157","nnc","MASS"
"3158","nncRda","nnc"
"3159","nncRda","rda"
"3160","nncRda","MASS"
"3161","nnet","R"
"3162","nnet","stats"
"3163","nnet","utils"
"3164","nodeHarvest","quadprog"
"3165","nodeHarvest","randomForest"
"3166","noia","stats"
"3167","nonparaeff","lpSolve"
"3168","nonparaeff","gdata"
"3169","nonparaeff","Hmisc"
"3170","nonparaeff","Design"
"3171","nonparaeff","geometry"
"3172","nonparaeff","psych"
"3173","nonparaeff","pwt"
"3174","nonrandom","lme4"
"3175","nor1mix","R"
"3176","nor1mix","stats"
"3177","nor1mix","graphics"
"3178","normalp","R"
"3179","np","boot"
"3180","np","cubature"
"3181","npRmpi","boot"
"3182","npRmpi","cubature"
"3183","nparLD","MASS"
"3184","nparcomp","multcomp"
"3185","nparcomp","mvtnorm"
"3186","npmc","mvtnorm"
"3187","npmc","stats"
"3188","npmc","R"
"3189","npmlreg","statmod"
"3190","nsRFA","R"
"3191","nsRFA","stats"
"3192","nsRFA","graphics"
"3193","numDeriv","R"
"3194","nutshellDE","R"
"3195","nvis","ggplot2"
"3196","nvis","ggcolpairs"
"3197","nws","R"
"3198","nws","methods"
"3199","ORDER2PARENT","splines"
"3200","ORDER2PARENT","Matrix"
"3201","OSACC","R"
"3202","OjaNP","ICS"
"3203","OjaNP","ICSNP"
"3204","OligoSpecificitySystem","tcltk"
"3205","OligoSpecificitySystem","tkrplot"
"3206","Oncotree","boot"
"3207","OrdFacReg","eha"
"3208","OrdFacReg","MASS"
"3209","oblique.tree","tree"
"3210","oc","pscl"
"3211","oce","R"
"3212","odesolve","R"
"3213","odfWeave","lattice"
"3214","odfWeave","XML"
"3215","odfWeave.survey","odfWeave"
"3216","odfWeave.survey","survey"
"3217","oncomodel","ade4"
"3218","onemap","tcltk"
"3219","onemap","tkrplot"
"3220","onemap","R"
"3221","openair","R"
"3222","optBiomarker","rpanel"
"3223","optBiomarker","rgl"
"3224","optimbase","Matrix"
"3225","optimsimplex","optimbase"
"3226","optimx","numDeriv"
"3227","optimx","BB"
"3228","optimx","ucminf"
"3229","optimx","Rcgmin"
"3230","optimx","Rvmmin"
"3231","optimx","minqa"
"3232","optimx","setRNG"
"3233","optmatch","R"
"3234","optparse","getopt"
"3235","optpart","cluster"
"3236","optpart","labdsv"
"3237","optpart","MASS"
"3238","optpart","plotrix"
"3239","orQA","Rcpp"
"3240","orQA","gtools"
"3241","orQA","nlme"
"3242","ordPens","grplasso"
"3243","orderbook","lattice"
"3244","orderbook","hash"
"3245","orderbook","grid"
"3246","ordinal","MASS"
"3247","ordinal","ucminf"
"3248","orientlib","R"
"3249","orientlib","methods"
"3250","orloca","methods"
"3251","orloca.es","orloca"
"3252","oro.dicom","R"
"3253","oro.nifti","R"
"3254","oro.nifti","graphics"
"3255","oro.nifti","grDevices"
"3256","oro.nifti","methods"
"3257","oro.nifti","utils"
"3258","orth","methods"
"3259","orthogonalsplinebasis","methods"
"3260","orthogonalsplinebasis","stats"
"3261","orthogonalsplinebasis","graphics"
"3262","orthopolynom","polynom"
"3263","ouch","subplex"
"3264","outliers","R"
"3265","oz","graphics"
"3266","PASWR","e1071"
"3267","PASWR","MASS"
"3268","PASWR","lattice"
"3269","PBImisc","MASS"
"3270","PBImisc","ca"
"3271","PBImisc","lattice"
"3272","PBSadmb","PBSmodelling"
"3273","PBSddesolve","R"
"3274","PBSmapping","R"
"3275","PBSmodelling","R"
"3276","PBSmodelling","methods"
"3277","PCS","statmod"
"3278","PCS","multtest"
"3279","PERregress","R"
"3280","PET","adimpro"
"3281","PHYLOGR","R"
"3282","PK","R"
"3283","PK","utils"
"3284","PKfit","odesolve"
"3285","PKfit","rgenoud"
"3286","PKgraph","RGtk2"
"3287","PKgraph","gWidgetsRGtk2"
"3288","PKgraph","cairoDevice"
"3289","PKgraph","lattice"
"3290","PKgraph","rggobi"
"3291","PKgraph","ggplot2"
"3292","PKmodelFinder","gWidgets"
"3293","PKmodelFinder","tcltk"
"3294","PKmodelFinder","tkrplot"
"3295","PKmodelFinder","RGtk2"
"3296","PKmodelFinder","gWidgetsRGtk2"
"3297","PKmodelFinder","cairoDevice"
"3298","PKmodelFinder","numDeriv"
"3299","PKreport","lattice"
"3300","PKreport","ggplot2"
"3301","PKtools","methods"
"3302","PKtools","lattice"
"3303","PKtools","nlme"
"3304","PKtools","R2HTML"
"3305","PKtools","xtable"
"3306","PMA","plyr"
"3307","POT","R"
"3308","PSAgraphics","R"
"3309","PSM","MASS"
"3310","PSM","numDeriv"
"3311","PSM","odesolve"
"3312","PSM","ucminf"
"3313","PTAk","tensor"
"3314","PairViz","TSP"
"3315","PairViz","gtools"
"3316","PairViz","graph"
"3317","PairViz","methods"
"3318","Peaks","R"
"3319","PerformanceAnalytics","zoo"
"3320","PerformanceAnalytics","xts"
"3321","PermuteNGS","qvalue"
"3322","PhViD","MCMCpack"
"3323","PhViD","tcltk"
"3324","PoMoS","RGtk2"
"3325","PoMoS","cairoDevice"
"3326","PoMoS","igraph"
"3327","Pomic","stats"
"3328","PowerTOST","stats"
"3329","PowerTOST","mvtnorm"
"3330","PredictABEL","Hmisc"
"3331","PredictABEL","ROCR"
"3332","PredictABEL","epitools"
"3333","PredictABEL","PBSmodelling"
"3334","PresenceAbsence","R"
"3335","ProDenICA","gam"
"3336","ProbForecastGOP","RandomFields"
"3337","ProbForecastGOP","fields"
"3338","ProfileLikelihood","nlme"
"3339","ProfileLikelihood","MASS"
"3340","ProjectTemplate","testthat"
"3341","ProjectTemplate","yaml"
"3342","ProjectTemplate","foreign"
"3343","PwrGSD","survival"
"3344","p3state.msm","survival"
"3345","p3state.msm","base"
"3346","pARccs","e1071"
"3347","pARccs","cba"
"3348","pARccs","cluster"
"3349","pARccs","gtools"
"3350","pARccs","methods"
"3351","pGLS","MASS"
"3352","pROC","plyr"
"3353","pROC","R"
"3354","packClassic","graphics"
"3355","packS4","methods"
"3356","packS4","graphics"
"3357","packdep","igraph"
"3358","packdep","utils"
"3359","packdep","tools"
"3360","pairwiseCI","exactRankTests"
"3361","pairwiseCI","boot"
"3362","pairwiseCI","mratios"
"3363","pairwiseCI","binMto"
"3364","pairwiseCI","MASS"
"3365","pairwiseCI","MCPAN"
"3366","palaeoSig","rioja"
"3367","palaeoSig","vegan"
"3368","paleoMAS","MASS"
"3369","paleoMAS","vegan"
"3370","paleoMAS","lattice"
"3371","paleoTS","mvtnorm"
"3372","paltran","vegan"
"3373","paltran","MASS"
"3374","paltran","mgcv"
"3375","pamctdp","ade4"
"3376","pamctdp","xtable"
"3377","pamm","lme4"
"3378","pamm","mvtnorm"
"3379","pamm","gmodels"
"3380","pamr","cluster"
"3381","pamr","survival"
"3382","papply","R"
"3383","paramlink","kinship"
"3384","paran","MASS"
"3385","parcor","MASS"
"3386","parcor","glmnet"
"3387","parcor","ppls"
"3388","parcor","Epi"
"3389","parcor","GeneNet"
"3390","parfossil","fossil"
"3391","parfossil","foreach"
"3392","parser","Rcpp"
"3393","partDSA","R"
"3394","partitionMap","randomForest"
"3395","partitionMetric","R"
"3396","partitions","polynom"
"3397","party","survival"
"3398","party","grid"
"3399","party","modeltools"
"3400","party","coin"
"3401","party","zoo"
"3402","party","sandwich"
"3403","party","strucchange"
"3404","party","vcd"
"3405","parviol","vioplot"
"3406","pastecs","boot"
"3407","pastecs","stats"
"3408","pathClass","svmpath"
"3409","pathClass","kernlab"
"3410","pathClass","ROCR"
"3411","pathClass","igraph"
"3412","pathClass","lpSolve"
"3413","pathmox","plspm"
"3414","pbatR","survival"
"3415","pbatR","rootSolve"
"3416","pcaPP","mvtnorm"
"3417","pcalg","methods"
"3418","pcalg","abind"
"3419","pcalg","corpcor"
"3420","pcalg","sfsmisc"
"3421","pcurve","mgcv"
"3422","pcurve","vegan"
"3423","pcurve","MASS"
"3424","pcurve","stats"
"3425","pdfCluster","methods"
"3426","pdfCluster","geometry"
"3427","pear","R"
"3428","pec","prodlim"
"3429","pec","survival"
"3430","pedantics","MCMCglmm"
"3431","pedantics","kinship"
"3432","pedantics","grid"
"3433","pedantics","MasterBayes"
"3434","pedigree","Matrix"
"3435","pedigree","HaploSim"
"3436","pedigree","reshape"
"3437","pedigreemm","methods"
"3438","pedigreemm","lme4"
"3439","pedigreemm","Matrix"
"3440","pegas","ape"
"3441","pegas","adegenet"
"3442","penalized","survival"
"3443","penalizedSVM","e1071"
"3444","penalizedSVM","MASS"
"3445","penalizedSVM","corpcor"
"3446","penalizedSVM","statmod"
"3447","penalizedSVM","tgp"
"3448","penalizedSVM","mlegp"
"3449","penalizedSVM","lhs"
"3450","pencopula","lattice"
"3451","pencopula","fda"
"3452","pencopula","quadprog"
"3453","pencopula","spam"
"3454","pendensity","lattice"
"3455","pendensity","fda"
"3456","pensim","MASS"
"3457","pensim","snow"
"3458","pensim","rlecuyer"
"3459","pensim","penalized"
"3460","pensim","survival"
"3461","peperr","snowfall"
"3462","peperr","survival"
"3463","pequod","ggplot2"
"3464","pequod","car"
"3465","perm","R"
"3466","perm","stats"
"3467","permax","R"
"3468","pfda","orthogonalsplinebasis"
"3469","pfda","methods"
"3470","pfda","utils"
"3471","pfda","graphics"
"3472","pfda","stats"
"3473","pfda","MASS"
"3474","pfda","mvbutils"
"3475","pgam","R"
"3476","pgam","stats"
"3477","pgam","utils"
"3478","pgfSweave","stashR"
"3479","pgfSweave","filehash"
"3480","pgfSweave","tikzDevice"
"3481","pgfSweave","cacheSweave"
"3482","pgfSweave","getopt"
"3483","pgfSweave","highlight"
"3484","pgfSweave","formatR"
"3485","pglm","maxLik"
"3486","pglm","statmod"
"3487","pglm","plm"
"3488","pgs","methods"
"3489","pgs","gsl"
"3490","pgs","R2Cuba"
"3491","phangorn","quadprog"
"3492","phangorn","ape"
"3493","pheatmap","R"
"3494","pheno","nlme"
"3495","pheno","SparseM"
"3496","pheno","quantreg"
"3497","phitest","R"
"3498","phmm","survival"
"3499","phmm","lattice"
"3500","phmm","Matrix"
"3501","phull","R"
"3502","phybase","Matrix"
"3503","phybase","ape"
"3504","phyclust","ape"
"3505","phylobase","methods"
"3506","phylobase","grid"
"3507","phylobase","ape"
"3508","phylobase","Rcpp"
"3509","phyloclim","ape"
"3510","phyloclim","adehabitat"
"3511","phylosim","R.oo"
"3512","phylosim","ape"
"3513","phylosim","compoisson"
"3514","phylosim","ggplot2"
"3515","phylotools","seqRFLP"
"3516","pi0","R"
"3517","picante","ape"
"3518","picante","vegan"
"3519","picante","nlme"
"3520","pixmap","methods"
"3521","pkDACLASS","plyr"
"3522","pkDACLASS","ROCR"
"3523","pkDACLASS","randomForest"
"3524","pkDACLASS","caMassClass"
"3525","plRasch","survival"
"3526","plan","R"
"3527","playwith","lattice"
"3528","playwith","cairoDevice"
"3529","playwith","gWidgetsRGtk2"
"3530","playwith","grid"
"3531","plgp","mvtnorm"
"3532","plgp","tgp"
"3533","plink","lattice"
"3534","plm","bdsmatrix"
"3535","plm","nlme"
"3536","plm","Formula"
"3537","plm","MASS"
"3538","plm","sandwich"
"3539","plotGoogleMaps","sp"
"3540","plotGoogleMaps","rgdal"
"3541","plotGoogleMaps","maptools"
"3542","plotpc","grid"
"3543","plsRcox","R"
"3544","plsRglm","R"
"3545","plsgenomics","MASS"
"3546","plspm","amap"
"3547","plspm","diagram"
"3548","plus","R"
"3549","plus","grDevices"
"3550","plus","graphics"
"3551","plus","stats"
"3552","plus","utils"
"3553","plyr","R"
"3554","pmg","lattice"
"3555","pmg","MASS"
"3556","pmg","proto"
"3557","pmg","foreign"
"3558","pmg","gWidgets"
"3559","pmg","gWidgetsRGtk2"
"3560","pmml","XML"
"3561","png","R"
"3562","poLCA","scatterplot3d"
"3563","poLCA","MASS"
"3564","poistweedie","R"
"3565","polySegratio","gdata"
"3566","polySegratioMM","polySegratio"
"3567","polySegratioMM","coda"
"3568","polycor","mvtnorm"
"3569","polycor","sfsmisc"
"3570","polydect","R"
"3571","polysat","combinat"
"3572","polysat","methods"
"3573","pomp","mvtnorm"
"3574","pomp","subplex"
"3575","pomp","deSolve"
"3576","pooh","R"
"3577","popPK","Hmisc"
"3578","popPK","lattice"
"3579","popPK","grid"
"3580","popPK","xpose4"
"3581","popgen","cluster"
"3582","portes","FitAR"
"3583","portes","akima"
"3584","portfolio","lattice"
"3585","portfolio","nlme"
"3586","portfolioSim","lattice"
"3587","portfolioSim","portfolio"
"3588","potts","R"
"3589","powerMediation","R"
"3590","powerMediation","stats"
"3591","powerSurvEpi","R"
"3592","powerpkg","tcltk"
"3593","ppls","splines"
"3594","ppls","MASS"
"3595","ppstat","processdata"
"3596","ppstat","ggplot2"
"3597","ppstat","Matrix"
"3598","ppstat","splines"
"3599","ppstat","methods"
"3600","prabclus","MASS"
"3601","prabclus","mclust"
"3602","pracma","R"
"3603","predbayescor","R"
"3604","predmixcor","R"
"3605","prefmod","stats"
"3606","prefmod","gnm"
"3607","prefmod","colorspace"
"3608","prim","R"
"3609","primer","deSolve"
"3610","primer","lattice"
"3611","princurve","R"
"3612","princurve","stats"
"3613","princurve","graphics"
"3614","processdata","ggplot2"
"3615","processdata","Matrix"
"3616","processdata","methods"
"3617","prodlim","KernSmooth"
"3618","prodlim","survival"
"3619","profileModel","R"
"3620","proj4","R"
"3621","proptest","survival"
"3622","proxy","R"
"3623","pscl","MASS"
"3624","pscl","stats"
"3625","pscl","mvtnorm"
"3626","pscl","coda"
"3627","pscl","gam"
"3628","pseudo","KMsurv"
"3629","pseudo","geepack"
"3630","psgp","intamap"
"3631","pso","R"
"3632","pso","methods"
"3633","pspline","R"
"3634","pspline","stats"
"3635","pspline","graphics"
"3636","psychometric","multilevel"
"3637","psychometric","nlme"
"3638","psychometric","R"
"3639","psychotree","party"
"3640","psychotree","strucchange"
"3641","psychotree","modeltools"
"3642","psyphy","R"
"3643","psyphy","stats"
"3644","psyphy","graphics"
"3645","ptinpoly","misc3d"
"3646","pvclass","Matrix"
"3647","pvclust","R"
"3648","pwr","R"
"3649","pwt","R"
"3650","pyramid","R"
"3651","QCA","lpSolve"
"3652","QCAGUI","QCA"
"3653","QCAGUI","MASS"
"3654","QRMlib","fSeries"
"3655","QRMlib","mvtnorm"
"3656","QRMlib","chron"
"3657","QSARdata","R"
"3658","QT","Hmisc"
"3659","QT","lattice"
"3660","QT","SASxport"
"3661","QT","grid"
"3662","QTLNetworkR","utils"
"3663","QTLNetworkR","lattice"
"3664","QTLNetworkR","grid"
"3665","QTLNetworkR","gWidgets"
"3666","QTLNetworkR","gWidgetsRGtk2"
"3667","QuACN","graph"
"3668","QuACN","RBGL"
"3669","QuACN","igraph"
"3670","QuACN","combinat"
"3671","qAnalyst","lattice"
"3672","qAnalyst","MASS"
"3673","qAnalyst","car"
"3674","qAnalyst","SuppDists"
"3675","qcc","R"
"3676","qgraph","R"
"3677","qlspack","geepack"
"3678","qlspack","utils"
"3679","qp","R"
"3680","qpcR","MASS"
"3681","qpcR","minpack.lm"
"3682","qpcR","rgl"
"3683","qpcR","cluster"
"3684","qpcR","nlme"
"3685","qtl","R"
"3686","qtl","graphics"
"3687","qtl","stats"
"3688","qtl","utils"
"3689","qtlbim","stats"
"3690","qtlbim","qtl"
"3691","qtlbim","lattice"
"3692","qtlbim","coda"
"3693","qtlbim","tools"
"3694","qtlbim","MASS"
"3695","qtlbook","qtl"
"3696","quadprog","R"
"3697","qualV","KernSmooth"
"3698","qualityTools","R"
"3699","qualityTools","graphics"
"3700","qualityTools","methods"
"3701","quantchem","MASS"
"3702","quantchem","outliers"
"3703","quantmod","Defaults"
"3704","quantmod","xts"
"3705","quantmod","zoo"
"3706","quantmod","TTR"
"3707","quantmod","methods"
"3708","quantreg","SparseM"
"3709","quantregForest","randomForest"
"3710","quaternions","R"
"3711","queueing","R"
"3712","R.cache","R.methodsS3"
"3713","R.cache","R.utils"
"3714","R.filesets","R.methodsS3"
"3715","R.filesets","R.oo"
"3716","R.filesets","R.utils"
"3717","R.filesets","digest"
"3718","R.huge","R.oo"
"3719","R.huge","R.utils"
"3720","R.matlab","R.oo"
"3721","R.methodsS3","R"
"3722","R.oo","R.methodsS3"
"3723","R.oo","utils"
"3724","R.rsp","R.oo"
"3725","R.rsp","R.utils"
"3726","R.utils","R.oo"
"3727","R2Cuba","methods"
"3728","R2HTML","R"
"3729","R2PPT","rcom"
"3730","R2WinBUGS","coda"
"3731","R2jags","methods"
"3732","R2jags","coda"
"3733","R2jags","R2WinBUGS"
"3734","R2jags","rjags"
"3735","R2wd","rcom"
"3736","R2wd","rscproxy"
"3737","R2wd","utils"
"3738","RAD","mvtnorm"
"3739","RAD","MASS"
"3740","RArcInfo","RColorBrewer"
"3741","RBGL","graph"
"3742","RBGL","methods"
"3743","RBloomberg","zoo"
"3744","RBloomberg","chron"
"3745","RBrownie","methods"
"3746","RBrownie","Rcpp"
"3747","RBrownie","phylobase"
"3748","RBrownie","ape"
"3749","RC","igraph"
"3750","RC","bitops"
"3751","RColorBrewer","R"
"3752","RCurl","bitops"
"3753","RDieHarder","R"
"3754","REEMtree","nlme"
"3755","REEMtree","rpart"
"3756","REEMtree","methods"
"3757","REQS","gtools"
"3758","RExcelInstaller","rcom"
"3759","RFA","R"
"3760","RFA","tcltk"
"3761","RFLPtools","RColorBrewer"
"3762","RFOC","MASS"
"3763","RFOC","GEOmap"
"3764","RFOC","RPMG"
"3765","RFOC","RSEIS"
"3766","RFOC","splancs"
"3767","RFinanceYJ","XML"
"3768","RFreak","rJava"
"3769","RGraphics","lattice"
"3770","RGtk2","R"
"3771","RGtk2Extras","methods"
"3772","RGtk2Extras","RGtk2"
"3773","RGtk2Extras","gWidgets"
"3774","RGtk2Extras","gWidgetsRGtk2"
"3775","RH2","chron"
"3776","RH2","methods"
"3777","RH2","RJDBC"
"3778","RHRV","tcltk"
"3779","RHRV","tkrplot"
"3780","RHmm","MASS"
"3781","RHmm","nlme"
"3782","RImageJ","rJava"
"3783","RImageJ","grDevices"
"3784","RInside","Rcpp"
"3785","RItools","R"
"3786","RItools","methods"
"3787","RJDBC","methods"
"3788","RJDBC","DBI"
"3789","RJDBC","rJava"
"3790","RJDBC","R"
"3791","RJSONIO","methods"
"3792","RJaCGH","R"
"3793","RLMM","R"
"3794","RLadyBug","rJava"
"3795","RLadyBug","coda"
"3796","RLastFM","XML"
"3797","RLastFM","RCurl"
"3798","RM2","msm"
"3799","RMediation","R"
"3800","RMediation","base"
"3801","RMySQL","DBI"
"3802","RMySQL","utils"
"3803","RNCBI","rJava"
"3804","RNCBI","XML"
"3805","RNCBI","RNCBIEUtilsLibs"
"3806","RNCBI","RNCBIAxis2Libs"
"3807","RNCBIAxis2Libs","rJava"
"3808","RNCBIEUtilsLibs","rJava"
"3809","RNCEP","abind"
"3810","RNCEP","maps"
"3811","RNCEP","fields"
"3812","RNCEP","tgp"
"3813","RNCEP","fossil"
"3814","RNetCDF","R"
"3815","RNiftyReg","R"
"3816","ROCR","gplots"
"3817","ROCR","methods"
"3818","RODBC","R"
"3819","RODBC","utils"
"3820","RODM","RODBC"
"3821","ROptEst","distr"
"3822","ROptEst","distrEx"
"3823","ROptEst","distrMod"
"3824","ROptEst","RandVar"
"3825","ROptEst","RobAStBase"
"3826","ROptEstOld","distr"
"3827","ROptEstOld","distrEx"
"3828","ROptEstOld","RandVar"
"3829","ROptRegTS","distr"
"3830","ROptRegTS","distrEx"
"3831","ROptRegTS","RandVar"
"3832","ROptRegTS","ROptEstOld"
"3833","ROracle","DBI"
"3834","ROracleUI","DBI"
"3835","ROracleUI","ROracle"
"3836","RPMM","cluster"
"3837","RPPanalyzer","gam"
"3838","RPPanalyzer","Hmisc"
"3839","RPPanalyzer","gplots"
"3840","RPPanalyzer","quantreg"
"3841","RPPanalyzer","stats4"
"3842","RPostgreSQL","DBI"
"3843","RProtoBuf","RCurl"
"3844","RProtoBuf","Rcpp"
"3845","RProtoBuf","methods"
"3846","RPyGeo","shapefiles"
"3847","RPyGeo","RSAGA"
"3848","RQDA","DBI"
"3849","RQDA","RSQLite"
"3850","RQDA","gWidgets"
"3851","RQDA","gWidgetsRGtk2"
"3852","RQuantLib","Rcpp"
"3853","RSEIS","RPMG"
"3854","RSNNS","Rcpp"
"3855","RSQLite","DBI"
"3856","RSQLite.extfuns","RSQLite"
"3857","RSVGTipsDevice","R"
"3858","RScaLAPACK","R"
"3859","RSearchYJ","rjson"
"3860","RSearchYJ","RCurl"
"3861","RSiena","xtable"
"3862","RSiteSearch","brew"
"3863","RSiteSearch","sos"
"3864","RSurvey","sp"
"3865","RSurvey","rgdal"
"3866","RSurvey","gpclib"
"3867","RSurvey","rgl"
"3868","RSurvey","MBA"
"3869","RSurvey","tripack"
"3870","RSvgDevice","R"
"3871","RTOMO","GEOmap"
"3872","RTOMO","RSEIS"
"3873","RTisean","R"
"3874","RTisean","tcltk"
"3875","RUnit","R"
"3876","RUnit","utils"
"3877","RUnit","methods"
"3878","RVAideMemoire","ade4"
"3879","RVAideMemoire","boot"
"3880","RVAideMemoire","gtools"
"3881","RVAideMemoire","mgcv"
"3882","RVAideMemoire","statmod"
"3883","RWebMA","XML"
"3884","RWeka","R"
"3885","RWinEdt","R"
"3886","RWinEdt","utils"
"3887","RXshrink","lars"
"3888","RandForestGUI","party"
"3889","RandForestGUI","randomForest"
"3890","RandForestGUI","RColorBrewer"
"3891","RandForestGUI","tcltk"
"3892","RandForestGUI","tcltk2"
"3893","RandForestGUI","MASS"
"3894","RandForestGUI","vegan"
"3895","RandForestGUI","Hmisc"
"3896","RandForestGUI","clusterSim"
"3897","RandForestGUI","rpart"
"3898","RandForestGUI","car"
"3899","RandForestGUI","sciplot"
"3900","RandVar","startupmsg"
"3901","RandVar","distr"
"3902","RandVar","distrEx"
"3903","RandomFields","R"
"3904","RankAggreg","gtools"
"3905","RankAggreg","clValid"
"3906","RaschSampler","stats"
"3907","Rassoc","mvtnorm"
"3908","Ratings","coda"
"3909","Rcgmin","numDeriv"
"3910","Rcmdr","car"
"3911","RcmdrPlugin.BCA","Rcmdr"
"3912","RcmdrPlugin.BCA","tcltk"
"3913","RcmdrPlugin.BCA","BCA"
"3914","RcmdrPlugin.DoE","DoE.base"
"3915","RcmdrPlugin.DoE","FrF2"
"3916","RcmdrPlugin.DoE","DoE.wrapper"
"3917","RcmdrPlugin.DoE","Rcmdr"
"3918","RcmdrPlugin.EHESsampling","Rcmdr"
"3919","RcmdrPlugin.EHESsampling","lpSolve"
"3920","RcmdrPlugin.EHESsampling","sampling"
"3921","RcmdrPlugin.EHESsampling","MASS"
"3922","RcmdrPlugin.EHESsampling","tcltk2"
"3923","RcmdrPlugin.EHESsampling","Hmisc"
"3924","RcmdrPlugin.Export","Rcmdr"
"3925","RcmdrPlugin.Export","xtable"
"3926","RcmdrPlugin.Export","Hmisc"
"3927","RcmdrPlugin.FactoMineR","FactoMineR"
"3928","RcmdrPlugin.FactoMineR","Rcmdr"
"3929","RcmdrPlugin.FactoMineR","tcltk"
"3930","RcmdrPlugin.HH","Rcmdr"
"3931","RcmdrPlugin.HH","HH"
